id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento,fecha_ultima_compra,frecuencia_tickets,frecuencia_lineas,valor_total,dias_desde_ultima_compra,churn
199,Dafne Ortiz Ros,23,Femenino,Lima,Surco,2022-09-22,Web,Regular,2025-12-23,6,18,14367.17,8,0
200,José Mari Gastón Coloma Portero,43,Masculino,Lima,Comas,2023-05-15,Tienda,Regular,2025-11-11,5,11,9118.16,50,0
201,Azucena Vera,34,Femenino,Arequipa,Paucarpata,2022-04-17,Web,Inactivo,2025-07-27,13,34,33338.46,157,1
202,Pastora de Cervantes,21,Masculino,Lima,Ate,2022-11-04,Web,Inactivo,2025-06-16,3,8,3679.64,198,1
203,Iker Leal Benavides,25,Femenino,Trujillo,La Esperanza,2022-06-19,App,Frecuente,2025-12-08,11,18,27396.15,23,0
204,Judith Antonia Calvo Amigó,40,Femenino,Arequipa,Cercado,2023-09-22,App,Regular,2025-12-01,6,13,14492.34,30,0
205,Fernando Colomer Linares,34,Femenino,Piura,Piura,2023-04-01,Tienda,Inactivo,2025-06-12,7,19,27635.22,202,1
206,Alba Aroca-Solís,39,Masculino,Piura,Tambogrande,2022-03-03,App,Inactivo,2025-02-21,5,10,12280.16,313,1
207,Raquel Carvajal Jurado,26,Masculino,Cusco,San Jerónimo,2022-11-15,Tienda,Regular,2025-12-06,9,27,15578.52,25,0
208,Marcelo Hervia Andrade,38,Masculino,Lima,Comas,2023-05-04,Web,Inactivo,2025-06-23,4,10,25414.65,191,1
209,Carmina López-Borrego,57,Masculino,Cusco,San Sebastián,2023-05-03,Tienda,Inactivo,2025-07-27,7,23,15718.16,157,1
210,Lisandro Alberola Menendez,32,Masculino,Lima,San Miguel,2023-07-13,Tienda,Regular,2025-10-25,5,14,7239.06,67,0
211,Fermín Torrijos Luna,40,Masculino,Lima,San Miguel,2023-03-05,Tienda,Alto Valor,2025-12-16,13,35,35646.96,15,0
212,Erasmo Nicanor Pomares Aliaga,39,Masculino,Lima,Comas,2022-02-06,App,Inactivo,2025-05-18,7,18,17304.95,227,1
213,Viviana Bermúdez Pomares,42,Masculino,Cusco,San Jerónimo,2022-03-18,App,Alto Valor,2025-12-29,16,52,73225.41,2,0
214,Heliodoro Santana-Vergara,47,Femenino,Cusco,San Sebastián,2024-05-09,Tienda,Inactivo,,0,0,0.0,999,1
215,Baltasar del Palomino,32,Femenino,Lima,Miraflores,2022-06-30,Tienda,Regular,2025-12-22,5,11,17575.39,9,0
216,Quirino de Linares,48,Femenino,Lima,Los Olivos,2022-09-05,Web,Inactivo,2025-07-31,7,14,7551.44,153,1
217,Corona Aguilera Corominas,43,Masculino,Arequipa,José Luis Bustamante,2022-06-03,Tienda,Alto Valor,2025-12-13,13,34,50365.26,18,0
218,Encarnacion Marí Bertrán,57,Masculino,Trujillo,,2022-02-14,Tienda,Alto Valor,2025-12-19,12,33,85697.84,12,0
219,Aristides Cabanillas Soria,55,Femenino,Trujillo,Trujillo,2022-02-18,Tienda,Regular,2025-12-17,5,16,23378.73,14,0
220,Adolfo Gil Montalbán Llanos,35,Femenino,Trujillo,El Porvenir,2023-02-13,App,Inactivo,2024-11-21,2,6,2155.41,405,1
221,Luisina Cortés Aguirre,46,Femenino,Piura,Catacaos,2022-08-26,Web,Inactivo,,0,0,0.0,999,1
222,Celso Néstor Ariza Lillo,26,Femenino,Trujillo,Huanchaco,2022-05-24,App,Alto Valor,2025-12-14,14,37,32977.91,17,0
223,Luna Torrent Alcaraz,50,Femenino,Lima,Los Olivos,2022-02-27,Web,Inactivo,2024-11-02,1,2,1719.39,424,1
224,Raúl Carro Cañas,18,Masculino,Lima,Surco,2024-04-30,Tienda,Inactivo,2025-03-29,1,2,2646.09,277,1
225,Asunción Nicolás Tejedor,45,Femenino,Arequipa,,2022-06-20,App,Regular,2025-12-04,9,22,22489.89,27,0
226,María Ángeles del Jordá,47,Masculino,Arequipa,José Luis Bustamante,2022-08-16,Tienda,Inactivo,2025-07-18,7,18,13054.85,166,1
227,Florina Jover,47,Masculino,Lima,,2023-04-13,Tienda,Inactivo,,0,0,0.0,999,1
228,Chus Pulido Sánchez,23,Masculino,Arequipa,José Luis Bustamante,2022-12-20,Tienda,Inactivo,2025-07-21,4,13,16339.17,163,1
229,Leopoldo Rico Jove,26,Masculino,Lima,La Molina,2022-06-20,App,Inactivo,2025-09-15,4,9,5960.03,107,1
230,Miguel Roig Villegas,32,Masculino,Lima,Comas,2023-05-13,Tienda,Inactivo,2025-09-24,5,11,11354.38,98,1
231,María Dolores Román Amor,32,Masculino,Lima,Comas,2023-04-20,Tienda,Inactivo,2025-04-19,2,6,7268.22,256,1
232,Alfredo del Lucas,42,Femenino,Cusco,San Sebastián,2022-01-10,Tienda,Inactivo,2025-05-13,4,13,31439.48,232,1
233,Matilde Blázquez,33,Femenino,Cusco,Cusco,2023-02-06,Tienda,Inactivo,2025-03-22,6,16,11611.32,284,1
234,Laura Marisol Noguera Briones,27,Femenino,Piura,Catacaos,2023-01-01,Web,Inactivo,2025-06-11,10,29,30394.9,203,1
235,Aitor Palacios Lozano,28,Masculino,Lima,San Miguel,2023-03-31,Tienda,Inactivo,2025-01-03,3,10,18916.41,362,1
236,Eufemia Quintero Múñiz,29,Femenino,Lima,Miraflores,2024-05-03,Tienda,Inactivo,,0,0,0.0,999,1
237,Encarnación del Blanca,30,Masculino,Lima,Ate,2022-09-10,App,Alto Valor,2025-12-29,14,40,69542.91,2,0
238,Fabiola Valero-Fiol,40,Femenino,Cusco,San Jerónimo,2022-11-23,App,Inactivo,2024-11-13,1,2,4359.44,413,1
239,Juan Carlos Camacho-Figueroa,51,Femenino,Lima,Surco,2022-04-12,Web,Inactivo,2023-02-20,1,3,9856.64,1045,1
240,Jerónimo Yuste Morillo,64,Femenino,Lima,Miraflores,2022-05-17,App,Regular,2025-12-28,7,16,17087.47,3,0
241,Leonardo Carbó,46,Masculino,Trujillo,Moche,2023-02-21,Tienda,Alto Valor,2025-10-07,10,27,36631.04,85,0
242,Marino Ramirez Hernando,50,Femenino,Cusco,Wanchaq,2022-11-08,Tienda,Inactivo,2024-12-05,3,13,18170.18,391,1
243,Javier Ramis-Pol,43,Femenino,Piura,Tambogrande,2022-01-02,Tienda,Inactivo,2024-05-13,4,13,7391.97,597,1
244,Elpidio Barrena Carmona,34,Femenino,Lima,Comas,2023-04-19,Tienda,Inactivo,2024-06-08,1,6,9072.55,571,1
245,Vito Vigil-Reig,35,Femenino,Lima,Surco,2023-11-18,Tienda,Inactivo,2025-06-16,3,8,6873.81,198,1
246,Olegario Escudero Llano,39,Masculino,Piura,Castilla,2023-05-18,Web,Inactivo,2024-05-11,2,4,2598.43,599,1
247,Germán Sola León,33,Masculino,Lima,Miraflores,2025-04-08,Tienda,Inactivo,,0,0,0.0,999,1
248,Sandalio de Garcia,35,Masculino,Trujillo,Huanchaco,2022-03-19,Tienda,Inactivo,2025-07-28,6,14,19482.52,156,1
249,Severo Uría Ballesteros,51,Femenino,Lima,Ate,2025-04-21,Tienda,Inactivo,2025-07-01,1,3,487.5,183,1
250,María Pilar Valle Goñi,33,Masculino,Piura,Catacaos,2022-10-23,Tienda,Inactivo,2023-06-11,1,4,2101.87,934,1
251,Salvador Carballo-Araujo,55,Masculino,Trujillo,Huanchaco,2022-06-27,Web,Alto Valor,2025-11-29,16,37,48905.02,32,0
252,Rafael de Valenzuela,43,Masculino,Arequipa,Cayma,2022-01-18,Tienda,Inactivo,2025-10-01,12,25,24135.06,91,1
253,Luís Coll Taboada,22,Femenino,Lima,Los Olivos,2022-04-20,Tienda,Inactivo,2025-09-12,4,11,28455.53,110,1
254,Álvaro Julián Guillen,46,Femenino,Lima,Ate,2022-10-09,Tienda,Alto Valor,2025-12-27,17,46,40703.32,4,0
255,Marino Vives Pozo,39,Masculino,Arequipa,Cercado,2022-09-02,Tienda,Inactivo,2025-05-04,6,14,13535.23,241,1
256,Hortensia Somoza,49,Masculino,Piura,Piura,2023-07-05,Web,Inactivo,2024-06-15,3,10,3491.48,564,1
257,Desiderio Ponce Lamas,35,Femenino,Cusco,Cusco,2022-11-27,Web,Inactivo,2024-03-05,1,3,793.47,666,1
258,Porfirio Tejero Arco,39,Femenino,Trujillo,Trujillo,2023-03-13,App,Alto Valor,2025-12-03,12,35,66243.12,28,0
259,Laura Miró Morata,34,Masculino,Piura,Tambogrande,2022-09-04,App,Inactivo,2023-03-16,1,2,3612.44,1021,1
260,Agustín Bonilla-Neira,43,Masculino,Trujillo,Huanchaco,2022-05-04,App,Alto Valor,2025-12-31,12,29,50000.42,0,0
261,Jose Miguel Granados Díaz,54,Femenino,Lima,Ate,2025-07-14,Web,Inactivo,2025-09-24,2,4,354.0,98,1
262,Ruth Cobos-Gual,27,Masculino,Lima,Comas,2023-03-06,Tienda,Inactivo,2024-04-02,3,9,10375.78,638,1
263,Beatriz Carmona-Frutos,22,Femenino,Piura,Piura,2022-06-19,Web,Inactivo,2025-02-24,1,1,529.73,310,1
264,Josep Ariño Asensio,34,Masculino,Lima,Miraflores,2022-08-06,App,Regular,2025-11-27,8,20,30352.67,34,0
265,Julieta Lago Toro,41,Masculino,Cusco,Wanchaq,2022-03-28,Tienda,Regular,2025-12-13,7,13,27288.96,18,0
266,Lucio Robles Rincón,33,Masculino,Lima,Surco,2022-07-19,App,Alto Valor,2025-12-27,13,41,45950.41,4,0
267,Chita de Lastra,34,Femenino,Trujillo,Víctor Larco,2022-07-01,Tienda,Alto Valor,2025-12-29,16,39,55831.26,2,0
268,Mercedes Ojeda-Acevedo,23,Femenino,Lima,Miraflores,2025-06-28,Tienda,Ocasional,2025-10-23,2,7,10550.75,69,0
269,Ágata Soledad Gallo Iñiguez,29,Masculino,Lima,Ate,2022-04-24,Tienda,Inactivo,2025-06-12,5,16,24126.02,202,1
270,Valentín Garriga Amigó,49,Femenino,Trujillo,Trujillo,2023-03-31,App,Inactivo,2024-11-26,5,10,22449.31,400,1
271,Agapito Valentín Mora Mate,50,Femenino,Trujillo,Trujillo,2023-09-20,,Regular,2025-11-02,5,19,18603.15,59,0
272,Juan Manuel Sanmiguel Gonzalo,37,Masculino,Piura,Catacaos,2022-08-15,Tienda,Regular,2025-12-18,7,15,13535.62,13,0
273,Matilde Domingo Mariño,41,Femenino,Trujillo,Huanchaco,2023-07-15,Tienda,Inactivo,2025-09-12,5,21,18998.04,110,1
274,Clementina Bernat Dominguez,20,Masculino,Arequipa,Yanahuara,2023-05-16,Tienda,Inactivo,2024-12-27,2,9,24069.57,369,1
275,Régulo Collado Sanjuan,52,Masculino,Lima,San Miguel,2022-10-24,Web,Inactivo,2025-09-16,7,22,24816.17,106,1
276,Maristela Egea Roig,36,Femenino,Lima,San Miguel,2023-02-26,App,Inactivo,2025-05-05,10,29,45916.79,240,1
277,Jose Antonio Arévalo Bru,24,Femenino,Lima,Surco,2022-01-17,Web,Inactivo,2024-12-04,7,22,24862.03,392,1
278,Jose Luis Taboada Llorente,37,Femenino,Trujillo,La Esperanza,2022-11-27,Web,Inactivo,2025-07-16,6,13,13631.86,168,1
279,Ibán Peiró-Cal,23,Masculino,Cusco,San Jerónimo,2022-10-19,Tienda,Frecuente,2025-11-18,14,37,25582.49,43,0
280,Pancho Espejo Cruz,53,Masculino,Lima,Surco,2022-11-13,Web,Inactivo,2025-03-31,3,5,5328.81,275,1
281,Pacífica Tovar Barragán,34,Masculino,Piura,Piura,2023-10-05,Tienda,Alto Valor,2025-12-28,17,47,67645.51,3,0
282,Anselma Sevilla,38,Femenino,Trujillo,Moche,2022-09-06,Tienda,Alto Valor,2025-12-01,12,28,31677.6,30,0
283,Silvio del Echevarría,42,Masculino,Trujillo,La Esperanza,2023-02-15,Web,Inactivo,2025-09-29,9,27,27891.38,93,1
284,Josué Jordá Cabezas,41,Masculino,Lima,Surco,2023-06-02,Tienda,Inactivo,2025-01-23,4,11,11266.44,342,1
285,Ruperta Mora Jove,31,Masculino,Arequipa,Cayma,2023-02-15,Tienda,Inactivo,2025-07-25,8,15,15095.04,159,1
286,Nydia Romeu,26,Masculino,Lima,San Miguel,2022-06-16,App,Inactivo,2025-07-24,7,12,19128.74,160,1
287,Quique Andreu Conde,34,Femenino,Trujillo,Víctor Larco,2022-04-24,Tienda,Alto Valor,2025-12-31,23,50,59226.51,0,0
288,Rosendo Cuéllar Ferrándiz,22,Masculino,Lima,San Isidro,2023-02-15,Tienda,Regular,2025-11-06,5,14,16381.73,55,0
289,Óscar León Miralles,36,Otro,Arequipa,José Luis Bustamante,2022-12-20,App,Alto Valor,2025-12-30,12,35,43907.76,1,0
290,Eufemia Acero Miranda,45,Femenino,Arequipa,José Luis Bustamante,2023-03-02,App,Alto Valor,2025-12-16,16,42,42276.49,15,0
291,Damián Jáuregui-Maza,19,Femenino,Lima,San Miguel,2022-02-07,Tienda,Inactivo,2024-07-02,3,6,3953.35,547,1
292,Felix Iborra Busquets,46,Masculino,Lima,Comas,2025-10-11,App,Inactivo,,0,0,0.0,999,1
293,Abraham Carbó Mata,50,Masculino,Lima,Comas,2022-08-27,Tienda,Alto Valor,2025-11-30,12,35,74712.34,31,0
294,Calisto Llano Garcia,18,Masculino,Lima,San Miguel,2022-12-27,App,Inactivo,2025-08-31,12,33,39185.02,122,1
295,Omar Briones Martin,55,Masculino,Piura,Castilla,2023-07-06,Web,Inactivo,2025-07-29,3,6,3151.85,155,1
296,Federico Priego-Noguera,35,Masculino,Piura,Castilla,2022-01-25,App,Regular,2025-10-05,8,17,12901.54,87,0
297,Severo Expósito,60,Femenino,Cusco,Wanchaq,2022-11-26,App,Inactivo,2025-01-01,5,16,15093.05,364,1
298,Áurea Clemente,26,Masculino,Arequipa,Cercado,2022-03-07,Tienda,Alto Valor,2025-10-20,11,27,58129.7,72,0
299,Maximiano Cuéllar,35,Femenino,Trujillo,La Esperanza,2022-07-30,Tienda,Inactivo,2025-06-01,7,15,8280.34,213,1
300,Xiomara Gimenez,29,Masculino,Piura,Catacaos,2022-04-11,Tienda,Inactivo,2025-09-04,4,9,3880.85,118,1
301,Juanita Marín Valls,18,Masculino,Cusco,Santiago,2022-09-15,Tienda,Regular,2025-12-04,7,14,18242.48,27,0
302,Amarilis Blanca Díaz,35,Masculino,Lima,Ate,2022-02-16,Tienda,Alto Valor,2025-12-31,12,34,48770.44,0,0
303,José Coll Chaves,60,Femenino,Lima,Surco,2022-01-19,Tienda,Inactivo,2024-10-02,2,7,3901.27,455,1
304,Toni Vega Macías,45,Masculino,Lima,San Isidro,2023-05-02,Tienda,Alto Valor,2025-12-29,15,50,87534.35,2,0
305,Manola Baeza-Sebastián,38,Masculino,Arequipa,Cayma,2023-12-14,App,Inactivo,2025-07-07,3,6,35033.01,177,1
306,Agapito Iñiguez,51,Masculino,Lima,San Isidro,2022-05-15,Tienda,Inactivo,2025-05-20,10,31,36769.95,225,1
307,Rafaela Morales Cuevas,47,Masculino,Lima,La Molina,2022-02-19,Web,Inactivo,2024-09-21,3,8,15052.69,466,1
308,Luis Ángel de Farré,39,Masculino,Lima,Los Olivos,2024-08-16,Tienda,Inactivo,,0,0,0.0,999,1
309,Maribel Alberola Nogueira,39,Femenino,Lima,San Miguel,2023-02-25,Tienda,Frecuente,2025-11-02,10,25,30963.77,59,0
310,Nieves Llabrés Sala,23,Femenino,Lima,San Miguel,2023-04-20,Web,Alto Valor,2025-11-05,13,50,48788.89,56,0
311,Amada Maza-Palacios,36,Masculino,Lima,Ate,2023-03-16,Tienda,Regular,2025-12-27,6,15,16802.48,4,0
312,Donato García-Guzmán,32,Femenino,Piura,Tambogrande,2022-01-04,Web,Regular,2025-12-17,7,15,21410.49,14,0
313,Marisela Rita Amorós Verdejo,43,Masculino,Trujillo,Moche,2022-02-06,Tienda,Inactivo,2025-07-06,6,15,20419.84,178,1
314,Augusto Isaac Miguel Menéndez,54,Femenino,Lima,Comas,2022-12-14,Tienda,Inactivo,2024-12-15,5,12,26072.87,381,1
315,Pepe García Escamilla,58,Masculino,Lima,Ate,2023-03-05,App,Inactivo,2024-09-03,2,9,17595.15,484,1
316,Iván Romero Pereira,18,Masculino,Lima,Surco,2022-10-22,Web,Regular,2025-12-26,9,17,16091.88,5,0
317,Guillermo del Pozuelo,44,Femenino,Trujillo,Moche,2023-03-26,Tienda,Inactivo,2025-09-29,3,8,17286.25,93,1
318,Eusebio Álvarez Villegas,18,Femenino,Lima,La Molina,2024-10-19,Web,Inactivo,,0,0,0.0,999,1
319,Octavia Rey-Bosch,23,Femenino,Piura,Castilla,2024-03-07,Web,Frecuente,2025-12-25,11,24,23251.77,6,0
320,Sofía Laguna Arenas,38,Femenino,Lima,San Isidro,2022-04-14,App,Frecuente,2025-12-04,12,22,25976.31,27,0
321,Vidal Bermúdez-Luque,42,Femenino,Arequipa,Paucarpata,2022-01-09,Tienda,Inactivo,2024-11-24,5,9,24728.68,402,1
322,Amaya Reyes Peiró,34,Femenino,Lima,Miraflores,2022-07-22,Tienda,Inactivo,2023-07-15,1,1,501.94,900,1
323,Buenaventura Riera-Valls,24,Masculino,Piura,Castilla,2023-04-19,Tienda,Ocasional,2025-12-20,3,5,6985.38,11,0
324,Patricio Valcárcel Ferrer,48,Masculino,Piura,Castilla,2022-06-03,Web,Alto Valor,2025-11-27,12,39,39007.37,34,0
325,Dalila Campillo Plana,47,Masculino,Piura,Castilla,2023-02-23,Web,Regular,2025-12-27,7,22,36883.04,4,0
326,Remigio Saez Morales,48,Masculino,Lima,San Isidro,2022-05-16,Tienda,Inactivo,,0,0,0.0,999,1
327,Azeneth Carreño-Nebot,30,Masculino,Trujillo,Víctor Larco,2023-03-22,App,Inactivo,2023-06-24,2,3,301.7,921,1
328,Miguel Ángel Ros Anglada,25,Masculino,Lima,Comas,2023-02-27,Tienda,Frecuente,2025-10-17,14,37,20861.9,75,0
329,Aristides Gilabert Galán,39,Masculino,Arequipa,Socabaya,2022-04-17,Web,Inactivo,2025-04-24,5,18,17313.11,251,1
330,Amílcar Campoy Jurado,38,Femenino,Cusco,Santiago,2022-02-20,Tienda,Inactivo,2024-06-29,1,2,521.19,550,1
331,Dora Mayo Morcillo,34,Femenino,Lima,Comas,2024-11-17,Tienda,Inactivo,2024-11-26,1,2,6935.34,400,1
332,Primitiva Tormo-Cabezas,27,Masculino,Lima,Surco,2022-03-02,Web,Alto Valor,2025-12-21,17,45,56439.77,10,0
333,Anastasia del Manzano,33,Femenino,Lima,Surco,2022-01-16,Tienda,Inactivo,2023-09-30,3,8,8402.95,823,1
334,Clarisa Giner Alarcón,47,Femenino,Arequipa,José Luis Bustamante,2022-06-15,Tienda,Inactivo,2025-03-08,3,5,7650.47,298,1
335,Gisela del Frutos,48,Femenino,Lima,San Isidro,2022-11-23,Tienda,Frecuente,2025-12-13,11,29,21688.6,18,0
336,Manu Viana Marcos,51,Femenino,Piura,Castilla,2023-01-19,Tienda,Inactivo,2025-07-16,3,6,7113.06,168,1
337,Edmundo Pinto-Múñiz,46,Masculino,Lima,Los Olivos,2022-05-09,Tienda,Inactivo,2025-05-24,6,17,26130.29,221,1
338,Jose Carlos de Mármol,52,Femenino,Lima,San Isidro,2022-01-19,Tienda,Inactivo,2025-04-22,3,7,11080.81,253,1
339,Adalberto Piñeiro Corral,20,Masculino,Lima,Surco,2023-08-16,App,Inactivo,,0,0,0.0,999,1
340,Asdrubal Fuertes Campos,36,Femenino,Cusco,San Jerónimo,2023-01-13,Tienda,Inactivo,2024-07-15,3,8,8719.89,534,1
341,Aureliano Blas Hernando Cortés,41,Femenino,Lima,San Miguel,2022-07-28,Tienda,Inactivo,2025-09-23,6,25,31026.82,99,1
342,Soraya Barco Belda,56,Femenino,Lima,Ate,2023-07-24,Tienda,Inactivo,2025-05-09,1,1,3277.71,236,1
343,Lorenza Gárate Corominas,27,Masculino,Trujillo,Trujillo,2022-01-20,Tienda,Alto Valor,2025-12-17,11,30,32455.65,14,0
344,Milagros Iborra Ferrer,32,Femenino,Lima,La Molina,2023-09-26,Web,Inactivo,2023-12-07,1,2,2430.54,755,1
345,Manuela Santana Pozuelo,27,Masculino,Piura,Piura,2023-04-24,Tienda,Inactivo,2025-05-19,4,9,8019.65,226,1
346,Telmo Kike Barco Sotelo,43,Femenino,Cusco,Wanchaq,2025-06-22,Tienda,Inactivo,,0,0,0.0,999,1
347,Pascuala Benet Huerta,33,Femenino,Lima,La Molina,2022-12-21,App,Inactivo,2025-08-30,6,11,11140.99,123,1
348,Cebrián Aitor Valentín Río,38,Masculino,Lima,Surco,2022-11-03,App,Inactivo,2024-11-15,6,16,36740.8,411,1
349,Dorotea Casals-Peñas,35,Femenino,Lima,Surco,2022-10-13,Tienda,Frecuente,2025-11-25,13,35,28621.6,36,0
350,Estrella Valderrama Castilla,40,Femenino,Trujillo,Trujillo,2022-07-11,Tienda,Alto Valor,2025-12-31,14,42,46854.06,0,0
351,Febe Lobo,41,Masculino,Trujillo,La Esperanza,2022-03-29,Web,Inactivo,2024-11-10,2,6,5238.04,416,1
352,Georgina Rueda Valdés,25,Femenino,Arequipa,Cayma,2023-01-09,Tienda,Frecuente,2025-11-02,12,36,28415.53,59,0
353,Fortunata Guerrero Lopez,53,Masculino,Trujillo,Víctor Larco,2022-02-05,Tienda,Regular,2025-12-16,6,15,3650.58,15,0
354,José Luis Carro-Amores,39,Masculino,Cusco,San Sebastián,2023-03-16,Web,Regular,2025-12-31,8,20,35719.0,0,0
355,Raúl Frías Gimeno,50,Femenino,Piura,Catacaos,2022-03-29,Tienda,Inactivo,2025-07-12,6,8,9276.27,172,1
356,Rebeca Benet Robledo,27,Masculino,Cusco,San Sebastián,2022-06-01,Web,Inactivo,2025-06-23,1,4,5469.0,191,1
357,Salomón del Mateos,28,Masculino,Piura,Catacaos,2022-05-30,Web,Inactivo,2024-12-06,3,7,4830.74,390,1
358,Héctor Edu Lozano Ferrández,69,Femenino,Cusco,San Jerónimo,2022-06-26,App,Regular,2025-12-02,8,23,13420.29,29,0
359,Chucho Marquez,38,Masculino,Lima,Los Olivos,2023-05-28,Web,Inactivo,2025-08-21,5,12,8523.32,132,1
360,Prudencio de Higueras,33,Femenino,Piura,Catacaos,2023-05-12,Tienda,Inactivo,2025-05-08,6,15,17397.24,237,1
361,Eladio Medina Carreño,46,Masculino,Cusco,Cusco,2022-07-11,Web,Frecuente,2025-10-19,10,25,18710.95,73,0
362,Daniela Otero Torrecilla,51,Femenino,Lima,Ate,2022-07-30,Tienda,Alto Valor,2025-11-20,14,36,51513.76,41,0
363,Adrián Sureda Casal,38,Femenino,Cusco,Santiago,2023-12-05,Tienda,Inactivo,2025-01-03,1,2,184.62,362,1
364,Amílcar Gascón Pons,35,Masculino,Cusco,Wanchaq,2023-02-02,App,Alto Valor,2025-12-17,15,33,35044.28,14,0
365,Jose Ignacio Abellán Font,44,Femenino,Arequipa,Cayma,2022-08-19,Tienda,Inactivo,2023-10-28,2,5,1564.62,795,1
366,Pancho Mendoza Pino,58,Femenino,Lima,La Molina,2022-06-11,Tienda,Regular,2025-12-19,4,14,9518.59,12,0
367,Raúl Álamo Roig,39,Masculino,Lima,Surco,2025-01-20,App,Inactivo,2025-07-21,1,2,153.47,163,1
368,María Cristina Mendizábal Blanco,19,Masculino,Lima,,2022-06-10,Tienda,Ocasional,2025-10-15,2,5,2955.6,77,0
369,Febe Figuerola Reyes,34,Masculino,Lima,Miraflores,2022-04-21,App,Alto Valor,2025-12-25,16,47,51830.35,6,0
370,Florentino Mendoza,74,Femenino,Lima,Comas,2022-02-27,Tienda,Alto Valor,2025-12-11,22,68,65848.4,20,0
371,Catalina Rubio-Martí,51,Femenino,Trujillo,Moche,2022-10-02,Tienda,Ocasional,2025-12-19,3,6,4437.84,12,0
372,Juan Carlos Quirós Donaire,48,Femenino,Lima,San Miguel,2023-06-16,Tienda,Inactivo,2025-07-29,3,8,7101.96,155,1
373,Natanael Mir Mas,57,Femenino,Lima,La Molina,2022-09-16,App,Regular,2025-12-27,9,28,25799.8,4,0
374,Juanita Cabello Chaves,31,Femenino,Cusco,Cusco,2022-01-24,App,Regular,2025-12-13,9,24,37825.05,18,0
375,Nereida Marín Pozuelo,30,Masculino,Trujillo,Trujillo,2022-01-01,Tienda,Inactivo,2025-02-24,2,8,12997.48,310,1
376,Calixto Carbó Aramburu,36,Masculino,Arequipa,Cercado,2022-12-19,Tienda,Inactivo,2025-06-20,8,23,28601.37,194,1
377,Victor Manuel Castellanos Vila,59,Masculino,Lima,San Miguel,2023-05-03,Tienda,Inactivo,2025-07-02,8,22,26553.48,182,1
378,Rosalina Águila Orozco,47,Masculino,Lima,La Molina,2022-08-19,Tienda,Inactivo,2025-03-28,4,12,15345.29,278,1
379,Albano Villegas Cepeda,23,Masculino,Lima,San Miguel,2022-08-15,Web,Alto Valor,2025-12-11,12,35,64760.96,20,0
380,Delfina de Montenegro,31,Femenino,Trujillo,La Esperanza,2022-10-10,Web,Inactivo,2025-04-22,3,6,12734.83,253,1
381,Dionisia Heras-Mir,49,Masculino,Trujillo,Trujillo,2022-06-17,Tienda,Inactivo,,0,0,0.0,999,1
382,Lucio Baudelio Mate Revilla,41,Femenino,Lima,Comas,2022-06-02,Tienda,Regular,2025-12-12,5,15,18220.47,19,0
383,Brunilda Mármol Varela,36,Masculino,Lima,La Molina,2022-08-30,App,Inactivo,2025-01-30,6,22,12357.05,335,1
384,Chucho Iglesias,48,Masculino,Arequipa,Socabaya,2022-09-27,Web,Inactivo,2025-07-08,4,11,2618.51,176,1
385,Severiano del Girón,40,Masculino,Lima,San Miguel,2022-06-10,Tienda,Inactivo,2025-02-04,7,18,25452.29,330,1
386,Leopoldo Maza Suárez,46,Femenino,Lima,La Molina,2023-02-01,Tienda,Inactivo,2025-01-26,3,6,3475.39,339,1
387,Montserrat Iniesta Cózar,30,Masculino,Lima,Miraflores,2023-05-18,Tienda,Inactivo,,0,0,0.0,999,1
388,Manu Bastida-Márquez,54,Masculino,Piura,Piura,2022-08-14,Tienda,Inactivo,2025-01-18,5,13,13064.46,347,1
389,Sandra Vélez,51,Femenino,Cusco,Santiago,2024-04-19,Web,Inactivo,2025-06-29,1,6,5929.76,185,1
390,Plácido Bas Adán,32,Femenino,Lima,San Miguel,2023-03-24,Tienda,Inactivo,2024-11-29,2,5,14457.72,397,1
391,Consuelo Trujillo Ugarte,28,Masculino,Lima,La Molina,2022-05-24,Tienda,Inactivo,2023-07-23,3,4,2636.34,892,1
392,Artemio Simó Cañizares,50,Femenino,Piura,Piura,2022-11-14,Tienda,Regular,2025-12-04,8,18,21309.99,27,0
393,Olga Mónica Mateu Codina,45,Masculino,Lima,San Miguel,2022-05-04,Tienda,Alto Valor,2025-12-17,17,40,76196.41,14,0
394,Gala Isern Gomila,34,Masculino,Arequipa,Paucarpata,2025-03-23,Web,Inactivo,,0,0,0.0,999,1
395,Gervasio Jordán,30,Femenino,Cusco,Cusco,2022-05-31,App,Inactivo,2024-12-26,4,9,8174.37,370,1
396,Flora Ricart Espinosa,41,Femenino,Lima,Miraflores,2022-07-25,Tienda,Alto Valor,2025-12-20,12,41,34274.37,11,0
397,Rico Sevillano Fuente,37,Femenino,Piura,Piura,2022-02-14,Tienda,Inactivo,2025-04-03,5,7,3131.48,272,1
398,Ismael Jaume,24,Masculino,Lima,Los Olivos,2023-01-09,Tienda,Alto Valor,2025-12-30,12,31,33081.15,1,0
399,Sabina Cerdán Rodríguez,40,Femenino,Arequipa,Yanahuara,2022-06-07,App,Alto Valor,2025-12-29,16,56,63146.8,2,0
400,Borja Gomez Crespo,56,Masculino,Lima,San Isidro,2023-01-29,Tienda,Regular,2025-12-09,5,12,7694.51,22,0
